"SurveyID","Large_rock","Small_rock","AspNum1","AspNum2","AspNum3","Latitude_WGS84_Final","Longitude_WGS84_Final","AccuracyDescription","TransectAzimuth","TransectLength","TransectFeetMeters","PICode","Representative","DomLayer","Struct_Gr","Struct_Sh","Struct_Tr","LeafType","LeafPhen","Physiognomy","DomForm","CowSystem","CowSubsystem","CowClass","Vertical","Horizontal","ChannelType","Trend","SiteLocation","AdditionalNotes","FragOther","Tree_domin","H1_subcategory","HowVegChange","AltPlotsID"
"ANZA014",,,,,,"32.8132653","-116.3230211",,0,0,,,,"Shrub","Open","Intermittent","Open",,,,,,,,"0","0",,"Unknown","W OF DIRT ROAD LOCATED W OF RED BARN/HOUSE HAS A WOOD FENCED CORRAL & LARGE WILLOW TYPE TREE TO N","POLYGON ALSO PARTIALLY ON PVT PROPERTY",,,,,63
"ANZA015",,,,,,"32.8220547","-116.3410444",,0,0,,,,"Shrub",,,,,,,"Mixed desert",,,,"0","0",,"Unknown","BENCH ABOVE ACTUVE CHANNEL E OF MCCAIRI VALLEY ROAD 400FT S OF TURNAROUND (LOCKED GATES). EVIDENCE OF RECENT DISTURBANCE W/ DAMAGED CEANOTHUS GREGGII.  PROBABLY EARLY SUCCESSIONAL STAGE","WASH PROPER W/ SALIX EXIGUA, MUCH MORE GUTIERREZIA",,,,,64
"ANZA016",,,,,,"32.932057","-116.4958417",,0,0,,,,,,,,,,,,,,,"0","0",,,"OPEN SITE WHICH APPEARED TO BE DISTURBED PROBABLY LOGGED PREVIOUSLY, NOW TRAIL CLEARING STILL DISTURBS","THIS IS A VERY FAST POLY",,,,,65
"ANZA017",,,,,,"33.1938352","-116.4879098",,0,0,,,,"Shrub","Intermittent","Intermittent","Open",,,,"Mixed desert",,,,"0","0",,"Stable","SW OF JUNCTION OF OLD CULP VALLEY RD AND ROAD GOING TO ""THE SLAB"".","A LOT  OF GOLD FLOWERED ANNUALS AND SOME PURPLE ALSO",,,,,66
"ANZA018",,,,,,"33.1775386","-116.4403098",,0,0,,,,"Shrub","Open","Open",,,,,"Lowland chaparral",,,,"0","0",,"Stable","WILSON TRAIL SOMEWHERE NEAR FORK",,,,,,67
"ANZA019",,,,,,"32.8660194","-116.2405897",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","INDIAN CANYON ~ .25 MI SOUTH OF TAROTE CANYON","CRYTOGAMMIC SOIL PRESENT  YELLOW JUSTICIA PRESENT (~2M DIA)   ADJACENT SERIES ASCLEPIAS AND SIMMONDISIA ALSO PRESENT  PARENT MATERIAL FOR SOIL MIX OF GRBG AND SAAL",,,,,68
"ANZA020",,,,,,"33.3626698","-116.3089449",,0,0,,,,"Shrub","Open","Open",,,,,"Mixed desert",,,,"0","0",,"Stable","CLARK DRY LAKE ROCK HOUSE CANYON ROAD","MOISTER UPSLOPE THAN DOWN- ERIOGONUM HAPPIER, MORE LARREA",,,,,69
"ANZA021",,,,,,"33.2122839","-116.4369831",,0,0,,,,"Ground","Intermittent","Intermittent",,,,,"Mixed desert",,,,"0","0",,"Unknown","N SIDE OF RT S 22- 1.6 MI EAST OF SPRINGS (POLYS 1 & 2)   CULP VALLEY",,,,,,70
"ANZA022",,,,,,"33.0483731","-116.3156572",,0,0,,,,"Shrub","Intermittent","Intermittent",,,,,"Mixed desert",,,,"0","0",,"Stable","WEST END OF PINYON CANYON     N FACING SLOPE   PROMINANT PINYON PINES","LYCIUM- SOME MORE SUCCULENT THAN OTHERS. LOTS OF ANNUALS IN THIS PLOT",,,,,71
"ANZA023",,,,,,"33.0438879","-116.3323077",,0,0,,,,"Shrub","Intermittent","Intermittent","Open",,,,"Mixed desert",,,,"0","0",,"Stable","SADDLE 1/2 MILE SOUTH OF PINYON MT ROAD","LITTER IN THE SOILS SECTION HAD A COVER CLASS OF 3 BUT NO % LISTED",,,,,72
"ANZA024",,,,,,"33.0685958","-116.1169478","vegetation polygon 09S1038",0,0,,,,"Shrub","Open","Intermittent","Open",,,,,,,,"0","0",,"Stable","WEST OF TRAILHEAD/PARKING LOT FOR ELEPHANT TREES AREA OFF SPLITROCK RD",,,,,,73
"ANZA025",,,,,,"33.1274585","-116.4237022",,0,0,,,,"Shrub","Open","Intermittent","Open",,,,"Mixed desert",,,,"0","0",,"Stable","50M EAST OF PLUM CYN DIRT ROAD; ~ 1/MI S OF HWY 78",,,,,,74
"ANZA026",,,,,,"33.0870762","-116.3625992",,0,0,,,,"Shrub","Open","Open","Open",,,,,"PALUSTRINE",,,"0","0",,"Stable","~3.9 MI ALONG MINE CANYON ROAD S OF HWY 78  WASH AREA S OF CLOSED AREA SIGN (TO MOTOR VEHICLES)","MOSS     DESERT WASH WAS THE DOMINANT VEGETATION TYPE AND DESERT AGAVE WAS ANOTHE ADJACENT SERIES BUT WAS NOT ON THE LIST",,,,,75
"ANZA027",,,,,,"33.1316414","-116.3063163","vegetation polygon 08Q1041",0,0,,,,"Shrub","Intermittent","Intermittent","Continuous",,,,"Mixed desert",,,,"0","0",,"Stable",,"TREE LAYER DOMINATED BY FOUQUIERIA SPLENDENS SHRUB LAYER LARGELY DOMINATED BY CHEESEBUSG, AMBROSIA, OTHERS INCLUDE LARREA, EPHEDRA, INDIGO BUSH, OPUNTIA ECHINOCARPA    ADJACENT SERIES ALSO INCLUDED SIMMONDSIA AND CHUPEROSA AND CHEESEBUSH",,,,,76
"ANZA028",,,,,,"33.1726169","-116.4953579",,0,0,,,,"Shrub","Intermittent","Intermittent",,,,,"Mixed desert",,,,"0","0",,"Increasing","E SIDE OF RIDGE CREST - ~ 1/4 MI E OF JASPER TRAIL",,,,,,77
"ANZA029",,,,,,"33.177869","-116.4646652",,0,0,,,,"Shrub","Intermittent","Intermittent",,,,,"Mixed desert",,,,"0","0",,"Stable",,"WILDFLOWER ABUNDANT YELLOW LASTHENEA, ""DAISY""",,,,,78
"ANZA030",,,,,,"33.4504441","-116.5245568",,0,0,,,,"Shrub",,,,,,,"Other",,,,"0","0",,"Unknown","CA 1 MILE UP STR FROM UPPER WILLOWS","LIGHT RAIN IN SUM",,,,,79
"ANZA031",,,,,,"33.4703129","-116.5439692",,0,0,,,,"Shrub","Open","Intermittent","Open",,,,"Other",,,,"0","0",,"Unknown","TERRACE BETWEEN NANCE AND HORSE CANYON (COYOTE?)","DOMINANT VEG FORM:  DESH, GPS FILE #N052101E, TRIANGLE RELEVE",,,,,80
"ANZA032",,,,,,"33.0781573","-116.2596604",,0,0,,,,"Shrub",,,,,,,"Other",,,,"0","0",,,,,,,,,81
"ANZA033",,,,,,"33.0766383","-116.3897393",,0,0,,,,"Shrub","Intermittent","Open",,,,,"Other",,,,"0","0",,"Stable","NONE ON FIELD FORM...","GPS #N031223A, TRIANGLE OF ENTIRE STAND, REPS WHOLE POLYGON",,,,,82
"ANZA034",,,,,,"33.1511755","-116.4602007",,0,0,,,,"Ground","Intermittent","Intermittent","Continuous",,,,"Other",,,,"0","0",,"Stable","2.7 MILES ON GRAPEVINE CANYOON OFF OF HWY 78.  UPLAND AREA ABOVE DESERT WILLOW DOMINATED WASH","WHITE CHAENACTIS IN FLOWER, GPS # N041221A, LINEAR RELEVE, REPS WHOLE POLY",,,,,83
"ANZA035",,,,,,"33.1446263","-116.4561703",,0,0,,,,"Shrub","Intermittent","Intermittent","Open",,,,"Other","PALUSTRINE",,"SCRUB-SHRUB WETLAND","0","0","braided","Stable","MOUTH OF BITTER CREEK CANYON. WASH AREA","GPS FILE # T040923A, TRIANGLE RELEVE, REPS WHOLE POLY, 150 M.",,,,,84
"ANZA036",,,,,,"33.0338635","-116.3930637",,0,0,,,,"Shrub","Open","Open","Open",,,,"Other",,,,"0","0",,"Stable","LITTLE BLAIR VALLEY- 1/4 MI NORTH OF PLAYA","SOME GERMINATING NATIVE ANNUAL CHANACTIS GLABRISCULA, PLAGIO., LOTUS SBRIGOSUS. GPS # C0031221A, TRIANGLE RELEVE THAT REPS WHOLE POLY OF 70M",,,,,85
"ANZA037",,,,,,"33.0352023","-116.3896858",,0,0,,,,"Shrub","Open","Intermittent","Open",,,,"Other",,,,"0","0",,"Stable","E BLAIR VALLEY RD. 300 S OF PICTOCRAPH ROAD JUNCTION(SEE MAP)","COSTAS HUMMER, GPS #C031218A, TRIANGLE RELEVE THAT REPS WHOLE POLY OF 70M",,,,,86
"ANZA038",,,,,,"33.11773","-116.4255633",,0,0,,,,"Shrub","Open","Intermittent","Open",,,,"Other",,,,"0","0",,"Stable","NORTH OF PHINE CANYON RD. (APPROX. I MI IN FROM HWY 78), SLIGHTLY UNDULATING, TERRACE LIKE BAJADA","SPOOKED WHIPORWILL, GPS #T031420A, TRIANGLE RELEVE THAT REPS WHOLE POLY OF 70M.",,,,,87
"ANZA039",,,,,,"33.4455294","-116.5154977",,0,0,,,,"Shrub","Intermittent","Intermittent",,,,,"Other",,,,"0","0",,"Unknown","ISLAND OF LARREA-AMBROSIA DUMOSA IN BRAIDED CHANNELS OF UPPER COYOTE CREEK, CA 1/2 KM UP STREAM FROM UPPER WILLOWS","WILD HORSE BROWSING, GPS #Z052023A, TRIANGLE RELEVE THAT REPS WHOLE POLY AT 7 0M",,,,,88
"ANZA040",,,,,,"33.0203556","-116.3640112",,0,0,,,,"Shrub","Open","Intermittent","Open",,,,"Other",,,,"0","0",,"Stable","NONE GIVEN","GPS # N042323A, TRIANGLE THAT REPS WHOLE POLY OF 175 M",,,,,89
"ANZA041",,,,,,"33.3526249","-116.3785198",,0,0,,,,"Ground","Open","Open","Open",,,,"Other",,,,"0","0",,"Stable","1 MI EAST OF HLOCOLICIS PASO TRAIL MARKER N OF AGRICULTURE ZONE,","VERY STEEP HAZARDOUS FOR MOUNTAIN GOATS!!!!!! :(",,,,,90
"ANZA042",,,,,,"33.3512885","-116.3782073","vegetation polygon 04P1240",0,0,,,,"Ground","Intermittent","Open","Open",,,,"Other",,,,"0","0",,"Stable","S OF RELEVE 1 FOR POLY 4P-NW-2, PLOT IS A MOUND WITH SLOPES FACING EAST AND WEST","INCLUDED BOTH W AND E FACING SIDES OF MOUND CUT POLY TO FIT REALITY",,,,,91
"ANZA043",,,,,,"33.0411857","-116.1031878",,0,0,,,,"Ground","Open","Open",,,,,"Other",,,,"0","0",,"Stable","SEE MAP","FIRST HERB DOMINATED POLYGON!  GPS #T041023A, TRIANGLE REPS WHOLE POLY OF 75 M",,,,,92
"ANZA044",,,,,,"33.0662763","-116.1169599","vegetation polygon 09S1061",0,0,,,,"Ground","Intermittent","Open",,,,,"Other",,,,"0","0",,"Stable","NONE GIVEN","FOUND CLEARED AREAS ON TOPS OF HILLS",,,,,93
"ANZA045",,,,,,"33.0645097","-116.1170935","vegetation polygon 09S1069",0,0,,,,"Ground","Open","Open","Open",,,,"Other",,,,"0","0",,"Stable","SOUTHWEST OF PARKING LOT FOR ELEPHANT TREES ABOVE SMALL WASH, SOUTHWEST OF RELEVE 3 IN THIS AREA","FOUND TRASH ON SITE, LOOKED LIKE CAMPERS, TRIANGLE RELEVE THAT REPS WHOLE POLY OF 150 PACES",,,,,94
"ANZA046",,,,,,"33.1399615","-116.4018216","vegetation polygon 07O1273",0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","1/4 MI N OF POWER LINE RD IN THE Y OF TWO BRANCHES OF SMALL CHANNEL  /RILL -SEE MAP","DISSECTED OLD ALLUVIAL FAN",,,,,95
"ANZA047",,,,,,"33.141535","-116.2607487","vegetation polygon 07R1163",0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","APPROX 50M S OF OLD KANE SPRINGS RD  1/2 MILE FROM JUNCTION OF KANE SPRINGS & HWY 78",,,,,,96
"ANZA048",,,,,,"33.1430292","-116.2980445",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","OLD BORREGO SPRINGS RD 1/3MI FROM HWY","NEARLY FLAT BAJADA W/ INFREQUENT SMALL RILLS  ADJACENT SERIES INCLUDE BEBBIA AND AGAVE AS WELL AS THOSE LISTED",,,,,97
"ANZA049",,,,,,"33.1905685","-116.3608905",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","1/4MI E OF SPUR OFF OF GLORIETTA CANYON ROAD  AT THE TOE OF A MEDIUM AGE ALLUVIAL FAN","MOVING WESTWARD ACROSS THIS POLY AND MOVING UPSLOPE THERE IS A HIGHER DENSITY OF TEDDYBEAR CHOLLA     ENCELIA IS ALSO AN ADJACENT SERIES",,,,,98
"ANZA050",,,,,,"33.2456863","-116.4163768",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Unknown","~ 1 KM DUE W OF HELLHOLE PARKING LOT ON BAJADA","FOUND A CYLINDRICAL 3' HIGH CAGE AROUND A CACTUS LIKE COTTONTOP CACTUS   GRANITE WAS ALSO IN THE PARENT MATERIAL  ENCELIA WAS IN AN ADJACENT SERIES",,,,,99
"ANZA051",,,,,,"33.3587505","-116.3869271",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","SOUTH SIDE OF COYOTE CANYON EAST OF POLY #4 WEST OF ALCOHOLIC PASS TRAIL","ON SOUTH LEG FOUND STAKE #2130   OPUNTIA ECHINOCARPA WAS ALSO IN ADJACENT SERIES",,,,,100
"ANZA052",,,,,,"32.979789","-116.3442319",,0,0,,,,"Shrub","Open","Intermittent","Open",,,,"Mixed desert",,,,"0","0",,"Stable",,"CRYPTOGAMIC SOIL AT CACK OF SOME STONES",,,,,101
"ANZA053",,,,,,"32.9585362","-116.2891401",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","SE OF AQUA CALIENTE AIRSTRIP (N 1/4 MILE)","CRYPTOGAMMIC SOIL PRESENT; MILD UNDULATION IN TERRAIN; WATER HAS FLOWED THRU AREA IN PAST BUT NOT WETLAND   POSSIBLE WATER DIVERSION TO AIRSTRIP TO THE WEST",,,,,102
"ANZA055",,,,,,"33.0471321","-116.4333718",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","CA 150 M SE OF END OF ROAD","ADJACENT SERIES: SEE #2, 4",,,,,103
"ANZA056",,,,,,"33.0502173","-116.3360481",,0,0,,,,"Shrub","Open","Intermittent","Open",,,,"Mixed desert",,,,"0","0",,"Stable","NW FACING ASPECT APPROX 200M WEST OF SUMMIT OF PINYON MT RD","GROUND LAYER DOMINATED BY LASTHENIA CALIFORNICA  VEGETATION SERIES MAY BE DIFFERENT FROM POLY 6 BEC OF SOIL COARSENESS  PINYON AND QUERCUS ALSO ADJACENT SERIES",,,,,104
"ANZA057",,,,,,"33.0513686","-116.3362811",,0,0,,,,"Shrub","Open","Intermittent","Open",,,,"Mixed desert",,,,"0","0",,"Stable","PINYON MT RD NEAR CREST, APPROX 200M NW OF CREST","NATIVE ANNUAL FLOWERS PRESENT: LUPINUS, CHANASTIES, CHAMASSONIA, PHASELIA      ADJACENT SERIES TO N: PINYON AND QUERCUS",,,,,105
"ANZA058",,,,,,"33.0977602","-116.2469361",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Unknown","~1 MI DOWN STREAM FROM FOOT OF HARPER FLAT; +/- 2 MI UPSTREAM FROM MOUTH OF HARPER CYN =/-200' ABOVE WASH BED ON NNE FACING SLOPE","EXPECT TO SEE VIGUIERA -TO LOW.  SIMILAR TO N FACING SLOPES AROUND YQUI WELL  HYPTIS AND ENCELIA ALSO ADJACENT SERIES",,,,,106
"ANZA059",,,,,,"33.1037403","-116.4757671",,0,0,,,,"Shrub",,,,,,,,,,,"0","0",,,"PCT ~ 0.7 MI ALONG TRAIL FROM RD","ASPECT VARIABLE",,,,,107
"ANZA060",,,,,,"33.1095947","-116.4785491",,0,0,,,,"Shrub","Open","Intermittent","Open",,,,"Mixed desert",,,,"0","0",,,,,,,,,108
"ANZA061",,,,,,"33.1518128","-116.3474858",,0,0,,,,"Ground","Intermittent","Intermittent","Open",,,,"Other",,,,"0","0",,"Stable","SOUTH OF YACKI PASS 1 M NORTH OF KENYON OVERLOOK, NORTH FACING WET SLOPE","FEMALE DEER TICK ON KARI, MANY YOUNG THINGS (SP\",,,,,109
"ANZA062",,,,,,"32.9205163","-116.2375954","vegetation polygon 11R1190",0,0,,,,"Shrub","Intermittent","Intermittent","Open",,,,"Other",,,,"0","0",,"Unknown","1/3 MILE NE OF S2 X CANEBRAKE WASH","AGAVE HAVE NEW SHOOTS, NEW TREE HEIGHTS NEEDED LATER, FEW ANNUALS (NATIVE) PRESENT- CRYPTANTHA, CAMASFONIA.  GPS # T032819A.",,,,,110
"ANZA063",,,,,,"33.1272359","-116.4228648",,0,0,,,,"Shrub","Open","Intermittent","Open",,,,"Other",,,,"0","0",,"Stable","PLUM CANYON","GPS # T031301B",,,,,111
"ANZA064",,,,,,"32.7794167","-116.1098182",,0,0,,,,"Shrub","Open","Open","Open",,,,"Other",,,,"0","0",,"Stable","MOUTH OF MORTERO CANYON","CRYPTOGAMIC SOIL,  GPS # C121300A",,,,,112
"ANZA065",,,,,,"32.7640188","-116.1254848",,0,0,,,,"Shrub","Open","Open",,,,,"Other",,,,"0","0",,"Stable","STABILIZED SAND DEPOSIT ADJACENT TO MORTERO WASH","O.BIGELOVII AND O. ECHINOCARPA ON SOUTH PART, MORE AGAVE ON NORTH PART.",,,,,113
"ANZA066",,,,,,"33.0517935","-116.3816087","vegetation polygon 09P1158",0,0,,,,"Shrub",,"Intermittent",,,,,"Other",,,,"0","0",,"Unknown","ALONG PINON MTN ROAD, 2.75 MI EAST OF JUNCTION WITH HWY 52, I MEAN IT!","SIGNATURE SEEMS TO BE AGAVE. DISTINGUISHED FROM OTHER ADJ POLYS BY LOW COVER OF LARREA",,,,,114
"ANZA067",,,,,,"33.0049545","-116.3964095",,0,0,,,,"Shrub",,"Intermittent",,,,,"Mixed desert",,,,"0","0",,"Unknown","NO LOCATION GIVEN ON FIELD FORM","GPS # T042323A",,,,,115
"ANZA068",,,,,,"33.0175513","-116.3686446",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","3/4 MILE DOWN ROAD FROM PICTOGRAPH TRAIL MARKER, IN BETWEEN OBVIOUS LARREA PATCHES.","GPS # N042400A",,,,,116
"ANZA069",,,,,,"33.0073841","-116.3933513",,0,0,,,,"Shrub","Intermittent","Open",,,,,"Mixed desert",,,,"0","0",,"Unknown","NO LOCATION LISTED ON FIELD FORM","GPS #T042321A",,,,,117
"ANZA070",,,,,,"32.7458511","-116.1473146",,0,0,,,,"Tree","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","ABOUT 2.5 MILES NNW OF SAN DIEGO AND ARIZONA EASTERN RR X MOTERERO WASH","GPS # T110818A, TRIANGULAR RELEVE THAT REPS WHOLE POLY OF 60 M",,,,,118
"ANZA071",,,,,,"32.7940362","-116.1652029",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","JOJOBA WASH RD ABOUT 1/2 MI FROM FORK ON N FORK","SOME CHEMING ON ENCELIA ETC. GPS # N121300A, ENTIRE POLY REPS 60M",,,,,119
"ANZA072",,,,,,"32.8176392","-116.1257271",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","DOLOMITE MINE RD. SLIGHTLY UPSLOPE AND NORTH FROM WASH (WHICH IS NO OF RD)","CRYPTOGAMIC SOIL, GPS #N121200A",,,,,120
"ANZA073",,,,,,"32.9566205","-116.2537324",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","1/4 W OF JUNE WASH RD, DISSECTED (RAISED) ALLUVIAL FAN GENTLY SLOPING","CRYPTOGAMIC SOIL, BUNNY DROPPINGS.  GPS # N031401A",,,,,121
"ANZA074",,,,,,"33.362606","-116.4124501",,0,0,,,,"Tree","Open","Intermittent","Intermittent",,,,,,,,"0","0",,"Stable","SOUTH OF MAIN CHANNEL COYOTE CREEK SOUTH OF COYOTE CREEK ROAD GUAGING STN AT ""2ND CROSSING' NW 1/4 OF S25","GPS #N041022A",,,,,122
"ANZA075",,,,,,"33.3979563","-116.3667359",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Unknown","SW OF FAULT, ABOUT 1/2 M FROM ROCK HOUSE RD","GPS #N110522A",,,,,123
"ANZA076",,,,,,"33.1454798","-116.2991554",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","POWERLINES ROAD OFF OF OLD BORREGO SPRINGS ROAD ABOUT 1/8 MILES FROM POWERLINE ROAD, APPROX 1/8 MI N OF JUNCTION BETWEEN POWERLINE AND BORREGO SPRINGS RD","NE PART OF POLYGON (NEARER TO ROAD) HAS HIGHER COVER OF OPUNTIA BIGELOVII ABOUT 30% COVER, UPPER END OF POLY (SLOPE) ROCKIER (GRANITIC) SOMEWHAT PAVEMENT LIKE IN PATCHES UPPER END OF PLOT ALSO WITH MORE TEDDY BEAR 25%+, RABBIT DROPPING AND HERBIVORY ON EN",,,,,124
"ANZA077",,,,,,"33.1019086","-116.3580128",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","NORTH OF MINE WASH ROAD ABOUT 2.5 MILES FROM 78, AT ROCKY NARROWS","MOSS PRESENT, GPS # N121021A",,,,,125
"ANZA078",,,,,,"33.0984568","-116.3031199",,0,0,,,,"Shrub","Open","Intermittent","Open",,,,"Mixed desert",,,,"0","0",,"Stable","UPLAND AGAVE/OCOTILLO AREA ABOUT 3 MI ALONG PINYON WASH SOUTH OF HWY 78","CRYPTOGAMIC SOIL (IT RAINED LAST NIGHT ) LAST YEARS CHIA.  GPS #N121017A",,,,,126
"ANZA079",,,,,,"33.0961943","-116.3119224",,0,0,,,,"Tree","Open","Intermittent","Open",,,,"Mixed desert",,,,"0","0",,"Stable","BENCH ADJACENT TO NOLINA WASH","CRYPTOGAMIC SOIL, GPS #T031123A",,,,,127
"ANZA080",,,,,,"33.1003189","-116.3177107",,0,0,,,,"Shrub","Open","Intermittent","Intermittent",,,,"Mixed desert","PALUSTRINE",,"SCRUB-SHRUB WETLAND","0","0",,"Stable","PINYON WASH ALONG ROAD UP WEST FORK OF WASH ABOUT 3 MI SOUTH OF HWY 78 AND 1.1 MI SOUTH OF FORK IN RD. SITE IS WEST OF ROAD NEAR SMALL WASH FEEDING INTO PINYON WASH","FULL SAMPLE NOT TAKEN DUE TO UNCERTAINTY IN LOCATING INTENDED POLYGON, WHICH WAS ABOUT .5 MI TO THE SOUTH. (SEE MAP DRAWN ONTO FIELD FORM).  GPS #T041221A",,,,,128
"ANZA081",,,,,,"33.1224871","-116.3217623",,0,0,,,,"Shrub","Open","Intermittent","Open",,,,"Mixed desert",,,,"0","0",,"Stable","BENCH WEST OF PINON WASH, SOUTH OF HWY 78 BETWEEN WASH AND ROUND GRANITE HILL, CENTER OF 5 1.2 SECT 14","GPS #T041219A",,,,,129
