SurveyID,Stratum,CodeSpecies,Species_name,SpeciesName,Species_cover,Changed,Notes,Collection,CurrPlantsSymbol
ANZA004,G,OPBA2,Opuntia basilaris Engelm. & Bigelow,Opuntia basilaris,0.2,0,NA,NA,OPBA2
ANZA004,G,OPCH,Opuntia chlorotica Engelm. & Bigelow,Opuntia chlorotica,0.2,0,NA,NA,OPCH
ANZA004,G,PETRT,"Pentagramma triangularis (Kaulfuss) Yatskievych, Windham & Wollenweber ssp. triangularis",Pentagramma triangularis ssp. triangularis,0.2,0,NA,NA,PETRT
ANZA004,G,ERCO25,Eriophyllum confertiflorum (DC.) Gray,Eriophyllum confertiflorum,0.2,0,NA,NA,ERCO25
ANZA004,G,GAAN2,Galium angustifolium Nutt. ex Gray,Galium angustifolium,0.2,0,NA,NA,GAAN2
ANZA004,G,POSE,Poa secunda J. Presl,Poa secunda,0.2,0,NA,NA,POSE
ANZA004,S,EPCA2,Ephedra californica S. Wats.,Ephedra californica,0.2,0,NA,NA,EPCA2
ANZA004,S,YUWH,Yucca whipplei Torr.,Yucca whipplei,0.2,0,NA,NA,HEWH
ANZA005,S,LOSC2,Lotus scoparius (Nutt.) Ottley,Lotus scoparius,20,0,NA,NA,LOSC2
ANZA005,S,PRFR,Prunus fremontii S. Wats.,Prunus fremontii,17,0,NA,NA,PRFR
ANZA005,G,SEBI,Selaginella bigelovii Underwood,Selaginella bigelovii,12,0,NA,NA,SEBI
ANZA005,G,BRMAR,Bromus madritensis L. ssp. rubens (L.) Husnot,Bromus madritensis ssp. rubens,10,0,NA,NA,BRRU2
ANZA005,S,SAAP2,Salvia apiana Jepson,Salvia apiana,5,0,NA,NA,SAAP2
ANZA005,S,VIPA14,Viguiera parishii Greene,Viguiera parishii,5,0,NA,NA,VIPA14
ANZA005,G,BRTE,Bromus tectorum L.,Bromus tectorum,5,0,NA,NA,BRTE
ANZA005,S,ERFA2,Eriogonum fasciculatum Benth.,Eriogonum fasciculatum,2,0,NA,NA,ERFA2
ANZA005,G,LOSC2,Lotus scoparius (Nutt.) Ottley,Lotus scoparius,1,0,NA,NA,LOSC2
ANZA005,S,ACGR,Acacia greggii Gray,Acacia greggii,1,0,NA,NA,SEGR4
ANZA005,G,YUWH,Yucca whipplei Torr.,Yucca whipplei,0.2,0,NA,NA,HEWH
ANZA005,S,POGR5,Porophyllum gracile Benth.,Porophyllum gracile,0.2,0,NA,NA,POGR5
ANZA005,S,YUWH,Yucca whipplei Torr.,Yucca whipplei,0.2,0,NA,NA,HEWH
ANZA005,S,ENVI,Encelia virginensis A. Nels.,Encelia virginensis,0.2,0,NA,NA,ENVI
ANZA005,S,RHOV,Rhus ovata S. Wats.,Rhus ovata,0.2,0,NA,NA,RHOV
ANZA005,G,MIBI8,Mirabilis bigelovii Gray,Mirabilis bigelovii,0.2,0,NA,NA,MILAV
ANZA005,S,CHTE4,Chrysothamnus teretifolius (Dur. & Hilg.) Hall,Chrysothamnus teretifolius,0.2,0,NA,NA,ERTE18
ANZA005,G,BRTO,Brassica tournefortii Gouan,Brassica tournefortii,0.2,0,NA,NA,BRTO
ANZA005,S,AVBA,Avena barbata Pott ex Link,Avena barbata,0.2,0,NA,NA,AVBA
ANZA005,G,PRFR,Prunus fremontii S. Wats.,Prunus fremontii,0.2,0,NA,NA,PRFR
ANZA005,S,BEJU,Bebbia juncea (Benth.) Greene,Bebbia juncea,0.2,0,NA,NA,BEJU
ANZA005,G,KRGR,Krameria grayi Rose & Painter,Krameria grayi,0.2,0,NA,NA,KRGR
ANZA005,G,GUSA2,Gutierrezia sarothrae (Pursh) Britt. & Rusby,Gutierrezia sarothrae,0.2,0,NA,NA,GUSA2
ANZA005,G,CHPO12,Chamaesyce polycarpa (Benth.) Millsp. ex Parish,Chamaesyce polycarpa,0.2,0,NA,NA,CHPO12
ANZA005,G,BRTE,Bromus tectorum L.,Bromus tectorum,0.2,0,NA,NA,BRTE
ANZA005,G,ACSP12,Achnatherum speciosum (Trin. & Rupr.) Barkworth,Achnatherum speciosum,0.2,0,NA,NA,ACSP12
ANZA005,G,PEMU,Pellaea mucronata (D.C. Eat.) D.C. Eat.,Pellaea mucronata,0.2,0,NA,NA,PEMU
ANZA006,G,BRMAR,Bromus madritensis L. ssp. rubens (L.) Husnot,Bromus madritensis ssp. rubens,35,0,NA,NA,BRRU2
ANZA006,S,VIPA14,Viguiera parishii Greene,Viguiera parishii,15,0,NA,NA,VIPA14
ANZA006,S,PRFR,Prunus fremontii S. Wats.,Prunus fremontii,15,0,NA,NA,PRFR
ANZA006,S,ERFAP,Eriogonum fasciculatum Benth. var. polifolium (Benth.) Torr. & Gray,Eriogonum fasciculatum var. polifolium,10,0,NA,NA,ERFAP
ANZA006,G,ERFAP,Eriogonum fasciculatum Benth. var. polifolium (Benth.) Torr. & Gray,Eriogonum fasciculatum var. polifolium,10,0,NA,NA,ERFAP
ANZA006,G,VIPA14,Viguiera parishii Greene,Viguiera parishii,7,0,NA,NA,VIPA14
ANZA006,S,RHOV,Rhus ovata S. Wats.,Rhus ovata,6,0,NA,NA,RHOV
ANZA006,S,ACSP12,Achnatherum speciosum (Trin. & Rupr.) Barkworth,Achnatherum speciosum,4,0,NA,NA,ACSP12
ANZA006,G,ERCI6,Erodium cicutarium (L.) L'Hr. ex Ait.,Erodium cicutarium,4,0,NA,NA,ERCI6
ANZA006,G,ISME5,Isocoma menziesii (Hook. & Arn.) Nesom,Isocoma menziesii,4,0,NA,NA,ISME5
ANZA006,S,ACGR,Acacia greggii Gray,Acacia greggii,3,0,NA,NA,SEGR4
ANZA006,S,SAAP2,Salvia apiana Jepson,Salvia apiana,3,0,NA,NA,SAAP2
ANZA006,S,QUCO7,Quercus cornelius-mulleri Nixon & Steele,Quercus cornelius-mulleri,3,0,NA,NA,QUCO7
ANZA006,S,OPEC,Opuntia echinocarpa Engelm. & Bigelow,Opuntia echinocarpa,2,0,NA,NA,CYEC3
ANZA006,S,ADFA,Adenostoma fasciculatum Hook. & Arn.,Adenostoma fasciculatum,2,0,NA,NA,ADFA
ANZA006,G,ADPO,Adenophyllum porophylloides (Gray) Strother,Adenophyllum porophylloides,2,0,NA,NA,ADPO
ANZA006,S,MIBI8,Mirabilis bigelovii Gray,Mirabilis bigelovii,2,0,NA,NA,MILAV
ANZA006,S,SICH,Simmondsia chinensis (Link) Schneid.,Simmondsia chinensis,0.2,0,NA,NA,SICH
ANZA006,S,AVBA,Avena barbata Pott ex Link,Avena barbata,0.2,0,NA,NA,AVBA
ANZA006,S,PHCA8,Phoradendron californicum Nutt.,Phoradendron californicum,0.2,0,NA,NA,PHCA8
ANZA006,S,MEFR,Melica frutescens Scribn.,Melica frutescens,0.2,0,NA,NA,MEFR
ANZA006,S,EREL6,Eriogonum elongatum Benth.,Eriogonum elongatum,0.2,0,NA,NA,EREL6
ANZA006,S,YUSC2,Yucca schidigera Roezl ex Ortgies,Yucca schidigera,0.2,0,NA,NA,YUSC2
ANZA006,S,PRIL,Prunus ilicifolia (Nutt. ex Hook. & Arn.) D. Dietr.,Prunus ilicifolia,0.2,0,NA,NA,PRIL
ANZA006,S,YUWH,Yucca whipplei Torr.,Yucca whipplei,0.2,0,NA,NA,HEWH
ANZA006,S,LOSC2,Lotus scoparius (Nutt.) Ottley,Lotus scoparius,0.2,0,NA,NA,LOSC2
ANZA006,G,SICH,Simmondsia chinensis (Link) Schneid.,Simmondsia chinensis,0.2,0,NA,NA,SICH
ANZA006,G,PEMU,Pellaea mucronata (D.C. Eat.) D.C. Eat.,Pellaea mucronata,0.2,0,NA,NA,PEMU
ANZA006,S,PECL,Penstemon clevelandii Gray,Penstemon clevelandii,0.2,0,NA,NA,PECL
ANZA006,S,MAMA8,Marah macrocarpus (Greene) Greene,Marah macrocarpus,0.2,0,NA,NA,MAMA8
ANZA006,G,CHPO12,Chamaesyce polycarpa (Benth.) Millsp. ex Parish,Chamaesyce polycarpa,0.2,0,NA,NA,CHPO12
ANZA006,G,OPBA2,Opuntia basilaris Engelm. & Bigelow,Opuntia basilaris,0.2,0,NA,NA,OPBA2
ANZA006,G,CHTE4,Chrysothamnus teretifolius (Dur. & Hilg.) Hall,Chrysothamnus teretifolius,0.2,0,NA,NA,ERTE18
ANZA006,G,YUWH,Yucca whipplei Torr.,Yucca whipplei,0.2,0,NA,NA,HEWH
ANZA006,S,ERLI6,Ericameria linearifolia (DC.) Urbatsch & Wussow,Ericameria linearifolia,0.2,0,NA,NA,ERLI6
ANZA006,S,ZIPA,Ziziphus parryi Torr.,Ziziphus parryi,0.2,0,NA,NA,ZIPA
ANZA007,G,BRMAR,Bromus madritensis L. ssp. rubens (L.) Husnot,Bromus madritensis ssp. rubens,15,0,NA,NA,BRRU2
ANZA007,G,LOSC2,Lotus scoparius (Nutt.) Ottley,Lotus scoparius,12,0,NA,NA,LOSC2
ANZA007,S,PRFR,Prunus fremontii S. Wats.,Prunus fremontii,10,0,NA,NA,PRFR
ANZA007,S,LOSC2,Lotus scoparius (Nutt.) Ottley,Lotus scoparius,6,0,NA,NA,LOSC2
ANZA007,S,AGDE,Agave deserti Engelm.,Agave deserti,4,0,NA,NA,AGDE
ANZA007,G,VUMY,Vulpia myuros (L.) K.C. Gmel.,Vulpia myuros,2,0,NA,NA,VUMY
ANZA007,S,ERFA2,Eriogonum fasciculatum Benth.,Eriogonum fasciculatum,2,0,NA,NA,ERFA2
ANZA007,G,GUSA2,Gutierrezia sarothrae (Pursh) Britt. & Rusby,Gutierrezia sarothrae,2,0,NA,NA,GUSA2
ANZA007,S,OPCH,Opuntia chlorotica Engelm. & Bigelow,Opuntia chlorotica,2,0,NA,NA,OPCH
ANZA007,S,RHOV,Rhus ovata S. Wats.,Rhus ovata,1,0,NA,NA,RHOV
ANZA007,S,OPEC,Opuntia echinocarpa Engelm. & Bigelow,Opuntia echinocarpa,1,0,NA,NA,CYEC3
ANZA007,S,ERWRN,Eriogonum wrightii Torr. ex Benth. var. nodosum (Small) Reveal,Eriogonum wrightii var. nodosum,1,0,NA,NA,ERWRN
ANZA007,S,JUCA7,Juniperus californica Carr.,Juniperus californica,1,0,NA,NA,JUCA7
ANZA007,S,FOSP2,Fouquieria splendens Engelm.,Fouquieria splendens,0.2,0,NA,NA,FOSP2
ANZA007,S,ACSP12,Achnatherum speciosum (Trin. & Rupr.) Barkworth,Achnatherum speciosum,0.2,0,NA,NA,ACSP12
ANZA007,S,BEBBI,Bebbia Greene,Bebbia,0.2,0,NA,NA,BEBBI
ANZA007,S,VIPA14,Viguiera parishii Greene,Viguiera parishii,0.2,0,NA,NA,VIPA14
ANZA007,S,SICH,Simmondsia chinensis (Link) Schneid.,Simmondsia chinensis,0.2,0,NA,NA,SICH
ANZA007,S,ACGR,Acacia greggii Gray,Acacia greggii,0.2,0,NA,NA,SEGR4
ANZA007,S,ZIPA,Ziziphus parryi Torr.,Ziziphus parryi,0.2,0,NA,NA,ZIPA
ANZA007,G,KRGR,Krameria grayi Rose & Painter,Krameria grayi,0.2,0,NA,NA,KRGR
ANZA007,G,PEMU,Pellaea mucronata (D.C. Eat.) D.C. Eat.,Pellaea mucronata,0.2,0,NA,NA,PEMU
ANZA007,S,EPNE,Ephedra nevadensis S. Wats.,Ephedra nevadensis,0.2,0,NA,NA,EPNE
ANZA007,G,KRER,Krameria erecta Willd. ex J.A. Schultes,Krameria erecta,0.2,0,NA,NA,KRER
ANZA007,T,FOSP2,Fouquieria splendens Engelm.,Fouquieria splendens,0.2,0,NA,NA,FOSP2
ANZA007,G,OPBA2,Opuntia basilaris Engelm. & Bigelow,Opuntia basilaris,0.2,0,NA,NA,OPBA2
ANZA007,G,ERWRN,Eriogonum wrightii Torr. ex Benth. var. nodosum (Small) Reveal,Eriogonum wrightii var. nodosum,0.2,0,NA,NA,ERWRN
ANZA007,G,ECEN,Echinocereus engelmannii (Parry ex Engelm.) Lem.,Echinocereus engelmannii,0.2,0,NA,NA,ECEN
ANZA007,G,CHPO12,Chamaesyce polycarpa (Benth.) Millsp. ex Parish,Chamaesyce polycarpa,0.2,0,NA,NA,CHPO12
ANZA007,G,CASP,Calochortus splendens Dougl. ex Benth.,Calochortus splendens,0.2,0,NA,NA,CASP
ANZA007,G,ACSP12,Achnatherum speciosum (Trin. & Rupr.) Barkworth,Achnatherum speciosum,0.2,0,NA,NA,ACSP12
ANZA007,G,OPCH,Opuntia chlorotica Engelm. & Bigelow,Opuntia chlorotica,0.2,0,NA,NA,OPCH
ANZA007,G,POGR5,Porophyllum gracile Benth.,Porophyllum gracile,0.2,0,NA,NA,POGR5
ANZA008,S,VIPA14,Viguiera parishii Greene,Viguiera parishii,6,0,NA,NA,VIPA14
ANZA008,S,ERFAP,Eriogonum fasciculatum Benth. var. polifolium (Benth.) Torr. & Gray,Eriogonum fasciculatum var. polifolium,5,0,NA,NA,ERFAP
ANZA008,S,SAAP2,Salvia apiana Jepson,Salvia apiana,3,0,NA,NA,SAAP2
ANZA008,G,GUSA2,Gutierrezia sarothrae (Pursh) Britt. & Rusby,Gutierrezia sarothrae,3,0,NA,NA,GUSA2
ANZA008,G,ERFAP,Eriogonum fasciculatum Benth. var. polifolium (Benth.) Torr. & Gray,Eriogonum fasciculatum var. polifolium,2,0,NA,NA,ERFAP
ANZA008,G,ACGR,Acacia greggii Gray,Acacia greggii,0.2,0,NA,NA,SEGR4
ANZA009,G,LOSC2,Lotus scoparius (Nutt.) Ottley,Lotus scoparius,15,0,NA,NA,LOSC2
ANZA009,G,GUSA2,Gutierrezia sarothrae (Pursh) Britt. & Rusby,Gutierrezia sarothrae,7,0,NA,NA,GUSA2
ANZA009,S,PRFR,Prunus fremontii S. Wats.,Prunus fremontii,5,0,NA,NA,PRFR
ANZA009,G,BRMAR,Bromus madritensis L. ssp. rubens (L.) Husnot,Bromus madritensis ssp. rubens,5,0,NA,NA,BRRU2
ANZA009,S,OPAC,Opuntia acanthocarpa Engelm. & Bigelow,Opuntia acanthocarpa,4,0,NA,NA,CYACA2
ANZA009,S,ERFA2,Eriogonum fasciculatum Benth.,Eriogonum fasciculatum,2,0,NA,NA,ERFA2
ANZA009,G,ERFA2,Eriogonum fasciculatum Benth.,Eriogonum fasciculatum,2,0,NA,NA,ERFA2
ANZA009,G,KRER,Krameria erecta Willd. ex J.A. Schultes,Krameria erecta,2,0,NA,NA,KRER
ANZA009,S,OPCH,Opuntia chlorotica Engelm. & Bigelow,Opuntia chlorotica,1,0,NA,NA,OPCH
ANZA009,S,SAAP2,Salvia apiana Jepson,Salvia apiana,0.2,0,NA,NA,SAAP2
ANZA009,G,ISME5,Isocoma menziesii (Hook. & Arn.) Nesom,Isocoma menziesii,0.2,0,NA,NA,ISME5
ANZA009,S,FOSP2,Fouquieria splendens Engelm.,Fouquieria splendens,0.2,0,NA,NA,FOSP2
ANZA009,S,EPNE,Ephedra nevadensis S. Wats.,Ephedra nevadensis,0.2,0,NA,NA,EPNE
ANZA009,S,ACSP12,Achnatherum speciosum (Trin. & Rupr.) Barkworth,Achnatherum speciosum,0.2,0,NA,NA,ACSP12
ANZA009,S,CHTE4,Chrysothamnus teretifolius (Dur. & Hilg.) Hall,Chrysothamnus teretifolius,0.2,0,NA,NA,ERTE18
ANZA009,S,AGDE,Agave deserti Engelm.,Agave deserti,0.2,0,NA,NA,AGDE
ANZA009,S,VIPA14,Viguiera parishii Greene,Viguiera parishii,0.2,0,NA,NA,VIPA14
ANZA009,S,GUSA2,Gutierrezia sarothrae (Pursh) Britt. & Rusby,Gutierrezia sarothrae,0.2,0,NA,NA,GUSA2
ANZA009,S,ACGR,Acacia greggii Gray,Acacia greggii,0.2,0,NA,NA,SEGR4
ANZA009,S,ZIPA,Ziziphus parryi Torr.,Ziziphus parryi,0.2,0,NA,NA,ZIPA
ANZA009,S,SICH,Simmondsia chinensis (Link) Schneid.,Simmondsia chinensis,0.2,0,NA,NA,SICH
ANZA009,G,AGDE,Agave deserti Engelm.,Agave deserti,0.2,0,NA,NA,AGDE
ANZA009,S,BEJU,Bebbia juncea (Benth.) Greene,Bebbia juncea,0.2,0,NA,NA,BEJU
